,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
223,12,2017,13698,0,31739,2,145.0,61.7,1.7
224,12,2017,14498,3,17754,2,125.0,57.6,1.7
225,5,2014,5498,0,23928,0,20.0,60.1,1.0
226,12,2016,11498,0,40297,2,30.0,61.7,1.7
227,6,2015,8250,0,59238,2,145.0,54.3,1.7
228,5,2017,7495,0,25203,0,30.0,57.7,1.2
229,13,2017,15985,2,35154,2,325.0,33.6,2.5
230,6,2015,7885,0,59817,2,145.0,54.3,1.7
231,6,2015,7995,0,54783,2,150.0,53.3,1.7
232,7,2019,10485,0,11166,0,145.0,46.3,1.2
233,12,2016,10998,0,40191,2,30.0,61.7,1.7
234,7,2017,8498,0,12588,0,145.0,55.4,1.2
235,15,2015,13998,0,54963,2,200.0,46.3,2.2
236,12,2016,11998,0,35224,2,30.0,61.7,1.7
237,7,2017,8995,0,19229,0,145.0,62.8,1.0
238,15,2013,12245,3,72854,2,260.0,41.5,2.2
239,15,2016,18295,3,22404,2,235.0,42.2,2.2
240,11,2018,12998,0,7910,0,145.0,52.3,1.0
241,6,2014,7298,0,71289,2,145.0,53.3,1.7
242,7,2013,3998,0,45461,0,30.0,57.6,1.2
243,12,2016,11998,0,40457,2,30.0,61.7,1.7
244,12,2019,15498,0,23773,0,145.0,34.9,1.6
245,11,2019,14298,0,5034,0,145.0,44.1,1.0
246,12,2016,15798,0,35030,2,145.0,54.3,2.0
247,12,2017,14498,0,19400,2,30.0,61.7,1.7
248,7,2016,8998,2,28560,0,160.0,42.2,1.4
249,12,2016,12298,0,35153,2,30.0,61.7,1.7
250,7,2017,8298,0,18047,0,30.0,55.4,1.2
251,12,2017,13498,0,35003,2,30.0,61.7,1.7
252,12,2019,15498,0,11757,0,145.0,34.9,1.6
253,9,2016,9698,0,38259,2,30.0,65.7,1.7
254,12,2017,12998,0,40262,2,145.0,61.7,1.7
255,14,2018,17298,2,19348,3,135.0,78.5,1.6
256,12,2017,12398,0,12239,2,30.0,61.7,1.7
257,12,2016,13998,3,30551,2,125.0,57.6,1.7
259,12,2019,15498,0,11915,0,150.0,34.9,1.6
260,5,2017,6498,0,37254,0,20.0,60.1,1.0
261,12,2016,14698,0,13254,2,145.0,54.3,2.0
262,8,2016,7998,0,20760,0,125.0,50.4,1.4
263,12,2017,15698,3,7015,2,145.0,57.6,1.7
264,12,2018,12698,0,14183,0,145.0,44.8,1.6
265,12,2015,10298,0,69085,2,30.0,61.7,1.7
266,9,2014,7498,0,51515,2,30.0,62.8,1.7
267,12,2016,12498,0,15959,2,30.0,61.7,1.7
268,11,2019,14298,0,10757,0,145.0,44.1,1.0
269,11,2019,14298,0,9829,0,145.0,44.1,1.0
270,13,2018,15998,0,37324,2,145.0,28.0,2.5
271,10,2018,11298,0,14655,0,145.0,56.5,1.0
272,10,2018,8998,0,20596,0,145.0,57.7,1.0
273,10,2018,11998,0,12486,2,145.0,74.3,1.6
274,7,2014,4998,0,43444,0,30.0,57.6,1.2
275,12,2017,14498,0,37587,2,145.0,54.3,2.0
276,12,2017,13998,0,23643,2,145.0,61.7,1.7
277,12,2017,14998,3,13094,2,125.0,57.6,1.7
278,12,2018,15500,0,4411,0,145.0,34.9,1.6
279,11,2019,15498,0,10,0,145.0,44.1,1.0
280,6,2013,6998,0,80465,2,145.0,53.3,1.7
281,12,2019,15498,0,17948,0,145.0,34.9,1.6
283,10,2019,14998,0,3292,0,145.0,41.5,1.4
284,12,2016,11698,0,29051,2,30.0,61.7,1.7
286,5,2016,5998,0,20851,0,20.0,60.1,1.0
287,7,2015,7298,0,35921,0,30.0,55.4,1.2
288,10,2017,9698,0,43717,2,20.0,72.4,1.6
289,10,2018,10998,0,14927,0,145.0,56.5,1.0
290,9,2016,9698,0,40134,2,30.0,65.7,1.7
292,11,2018,13498,0,12884,0,145.0,44.1,1.0
293,11,2018,13698,0,9616,0,145.0,44.1,1.0
294,5,2017,6698,0,19419,0,145.0,60.1,1.0
295,11,2019,15298,0,879,0,145.0,44.1,1.0
296,8,2017,9998,0,9604,0,145.0,50.4,1.4
297,5,2014,5500,0,17904,0,20.0,60.1,1.0
298,12,2016,11400,0,24400,0,160.0,44.8,1.6
299,8,2017,8998,0,22861,0,145.0,50.4,1.4
300,15,2015,14498,0,25770,2,200.0,46.3,2.2
301,7,2017,7798,0,14814,0,150.0,55.4,1.2
302,11,2019,13998,0,4396,0,145.0,44.1,1.0
303,5,2017,6498,0,26222,0,145.0,60.1,1.0
304,12,2015,11998,0,27256,2,30.0,61.7,1.7
305,10,2016,8498,0,20251,0,125.0,50.4,1.4
306,8,2016,7998,0,18562,0,125.0,50.4,1.4
307,12,2017,13998,0,19372,2,150.0,61.7,1.7
308,5,2017,6498,0,23455,0,20.0,60.1,1.0
309,12,2019,23998,0,6491,3,145.0,47.9,1.6
310,11,2018,12998,0,11458,0,145.0,52.3,1.0
311,7,2017,7998,0,35934,0,145.0,58.9,1.2
312,13,2018,15498,2,34889,2,145.0,28.0,2.5
313,13,2018,15498,0,37485,2,145.0,28.0,2.5
315,12,2018,14498,0,23513,0,145.0,34.9,1.6
316,12,2017,12998,0,33461,2,30.0,61.7,1.7
317,10,2018,9498,0,11462,0,145.0,57.7,1.0
318,10,2018,9298,0,16259,0,145.0,57.7,1.0
319,10,2019,14998,0,3241,0,145.0,41.5,1.4
320,13,2019,20998,0,2573,2,145.0,31.7,2.5
321,13,2019,17998,0,17972,2,145.0,28.0,2.5
322,12,2018,15298,0,14429,0,145.0,34.9,1.6
323,5,2017,6498,0,37864,0,145.0,60.1,1.0
324,7,2019,12498,0,1023,0,145.0,46.3,1.2
325,5,2017,6498,0,21070,0,145.0,60.1,1.0
326,11,2018,12498,0,23001,0,145.0,52.3,1.0
327,11,2018,12998,0,9133,0,145.0,52.3,1.0
328,14,2019,15998,2,16280,3,135.0,78.5,1.6
329,14,2019,16498,2,4004,3,135.0,78.5,1.6
330,11,2018,13998,0,11893,0,145.0,44.1,1.0
331,13,2019,21498,0,2804,2,145.0,28.0,2.5
332,11,2018,13698,0,14441,0,145.0,44.1,1.0
333,7,2016,8298,0,13643,0,20.0,62.8,1.0
334,7,2017,9490,0,1862,0,150.0,55.4,1.2
335,12,2016,11495,0,19312,2,30.0,61.7,1.7
336,10,2019,12998,0,14121,2,145.0,58.9,1.6
337,10,2018,11298,0,11150,0,145.0,56.5,1.0
338,10,2018,11998,0,8337,2,145.0,74.3,1.6
339,12,2016,14995,0,25044,2,125.0,58.9,2.0
340,15,2016,16498,0,44905,2,200.0,47.1,2.2
341,12,2018,17998,0,7874,2,145.0,48.7,1.6
342,5,2018,6998,0,24152,0,145.0,60.1,1.0
343,15,2013,11498,3,59701,2,265.0,41.5,2.2
344,7,2015,7798,0,23001,0,30.0,55.4,1.2
345,12,2019,15998,0,11751,0,145.0,34.9,1.6
346,8,2016,8298,0,16407,0,125.0,50.4,1.4
347,12,2016,11998,0,36512,2,30.0,61.7,1.7
348,5,2017,6998,0,21962,0,145.0,60.1,1.0
349,12,2016,13298,0,23257,2,30.0,61.7,1.7
350,10,2019,14998,0,3398,0,145.0,41.5,1.4
351,11,2018,13498,0,6922,0,145.0,44.1,1.0
352,10,2015,7998,0,25399,0,145.0,47.1,1.4
353,7,2016,7398,0,19230,0,30.0,55.4,1.2
354,11,2019,13998,0,8777,0,145.0,44.1,1.0
355,12,2018,14498,0,37305,0,145.0,34.9,1.6
356,11,2018,14298,0,8795,0,145.0,44.1,1.0
357,14,2018,17298,2,13884,3,135.0,78.5,1.6
358,14,2018,17298,2,6443,3,135.0,78.5,1.6
359,5,2017,7998,0,25878,0,145.0,57.7,1.2
360,12,2017,15498,0,26826,2,30.0,61.4,1.7
361,12,2019,15498,0,17325,0,145.0,34.9,1.6
363,12,2019,15498,0,17865,0,145.0,34.9,1.6
364,13,2018,15998,0,38520,2,145.0,28.0,2.5
365,12,2016,11498,0,63104,2,30.0,61.7,1.7
366,12,2016,12498,0,31054,2,30.0,61.7,1.7
367,15,2013,12498,2,38602,2,260.0,41.5,2.2
369,13,2018,15498,0,36164,2,145.0,28.0,2.5
370,13,2018,15498,0,36759,2,145.0,28.0,2.5
371,7,2017,7998,0,21451,0,145.0,55.4,1.2
372,10,2018,10998,0,14147,0,145.0,56.5,1.0
373,10,2018,11498,0,11901,0,145.0,56.5,1.0
374,10,2018,12498,0,4758,2,145.0,74.3,1.6
375,12,2018,16498,0,18,0,145.0,34.9,1.6
376,10,2018,9498,0,11852,0,145.0,57.7,1.0
377,10,2015,6844,0,45640,0,145.0,47.1,1.4
378,15,2014,11830,0,50425,2,200.0,46.3,2.2
379,12,2019,15998,0,9488,0,145.0,34.9,1.6
380,11,2018,13698,0,11118,0,145.0,44.1,1.0
381,11,2018,13698,0,11139,0,145.0,44.1,1.0
382,12,2016,11798,0,48233,2,30.0,61.7,1.7
383,10,2018,11298,0,17402,0,145.0,56.5,1.0
384,10,2016,9498,0,24109,0,145.0,48.7,1.4
385,10,2018,9998,0,12130,0,145.0,57.7,1.0
386,10,2018,11498,0,11122,2,145.0,74.3,1.6
387,10,2018,11498,0,14875,0,145.0,56.5,1.0
388,12,2019,15498,0,14461,0,150.0,34.9,1.6
389,5,2017,7998,0,5733,0,20.0,60.1,1.0
390,12,2017,14298,0,45726,2,150.0,61.7,1.7
392,12,2017,13998,0,15908,2,145.0,61.7,1.7
393,10,2013,5995,0,42786,0,145.0,47.1,1.4
394,9,2015,8854,0,53730,2,30.0,65.7,1.7
395,6,2013,5998,0,78189,2,145.0,48.7,1.7
396,8,2016,7998,0,30565,0,125.0,50.4,1.4
397,6,2013,5698,0,91001,2,150.0,48.7,1.7
398,12,2016,11698,0,24636,0,165.0,44.8,1.6
399,12,2016,12698,0,35870,2,30.0,61.7,1.7
400,7,2018,9494,0,11010,0,145.0,58.9,1.2
401,12,2017,10995,0,62382,2,30.0,61.7,1.7
402,5,2018,10498,3,4826,0,145.0,47.9,1.2
403,11,2018,12998,0,19001,0,145.0,52.3,1.0
404,11,2018,13998,0,18911,0,145.0,52.3,1.0
405,11,2018,12998,0,13655,0,145.0,52.3,1.0
406,8,2015,7498,0,34123,0,125.0,50.4,1.4
407,5,2016,5998,0,20746,0,20.0,60.1,1.0
408,11,2019,15298,0,3752,0,145.0,44.1,1.0
409,12,2016,13498,0,26677,2,30.0,61.7,1.7
410,12,2016,10998,0,44268,2,30.0,61.7,1.7
411,9,2016,10498,0,26775,2,30.0,65.7,1.7
412,12,2016,11998,0,41350,2,30.0,61.7,1.7
413,9,2017,10498,0,33763,2,145.0,65.7,1.7
414,12,2016,11498,0,42404,2,30.0,61.7,1.7
415,12,2016,11900,0,37692,2,30.0,61.7,1.7
416,7,2017,7998,0,19583,0,30.0,55.4,1.2
417,6,2015,8298,0,64925,2,165.0,51.4,2.0
418,10,2013,5998,0,62227,0,165.0,46.0,1.4
419,7,2013,6998,2,26550,0,145.0,47.1,1.4
420,10,2016,6998,0,73053,0,125.0,50.4,1.4
421,10,2017,9998,0,13692,0,145.0,56.5,1.0
422,12,2019,15498,0,15196,0,145.0,34.9,1.6
423,12,2019,15498,0,13684,0,145.0,34.9,1.6
424,12,2017,13698,0,6741,0,150.0,44.8,1.6
425,12,2018,15498,0,9653,0,150.0,34.9,1.6
426,12,2017,14298,3,25630,2,125.0,57.6,1.7
427,10,2015,8498,0,20662,0,145.0,48.7,1.4
428,5,2017,6498,0,31696,0,20.0,60.1,1.0
429,12,2017,13998,0,13490,2,30.0,61.7,1.7
430,6,2013,6498,0,56726,2,150.0,48.7,1.7
431,12,2018,13298,0,15474,2,145.0,61.7,1.7
432,12,2016,9998,0,89895,2,30.0,61.7,1.7
433,7,2016,7498,0,15701,0,30.0,55.4,1.2
434,12,2017,15998,0,14412,2,150.0,61.4,1.7
435,14,2018,15998,2,17598,3,135.0,78.5,1.6
437,12,2016,16498,2,28723,2,200.0,47.1,2.0
438,5,2017,7798,0,9859,0,145.0,60.1,1.0
439,12,2018,17998,3,16522,2,145.0,47.1,1.6
440,10,2015,7998,0,21575,2,20.0,72.4,1.6
441,10,2018,11498,0,16174,2,145.0,74.3,1.6
443,5,2017,8298,0,15553,0,145.0,57.7,1.2
444,12,2019,15498,0,17338,0,145.0,34.9,1.6
445,15,2019,32998,3,1001,2,145.0,39.8,2.2
446,12,2017,12998,0,24263,2,30.0,61.7,1.7
447,10,2019,13498,0,5449,0,150.0,45.6,1.0
448,8,2016,8498,0,25018,0,125.0,50.4,1.4
449,10,2015,7498,0,38884,0,150.0,48.7,1.4
450,10,2018,11998,0,13901,2,145.0,74.3,1.6
451,8,2017,9798,0,8303,0,125.0,50.4,1.4
452,11,2018,13698,0,3353,0,145.0,44.1,1.0
453,6,2014,8498,0,43978,2,145.0,53.3,1.7
454,12,2019,15498,0,12818,0,150.0,34.9,1.6
455,10,2016,7998,0,29465,0,125.0,50.4,1.4
456,12,2017,12998,0,6318,0,160.0,44.8,1.6
457,12,2017,13498,0,22714,2,145.0,61.7,1.7
459,5,2018,7298,0,3895,0,145.0,60.1,1.0
460,12,2019,15498,0,13177,0,150.0,34.9,1.6
461,12,2019,15498,0,11686,0,150.0,34.9,1.6
463,12,2019,15498,0,15861,0,145.0,34.9,1.6
464,12,2019,15498,0,17431,0,145.0,34.9,1.6
465,11,2018,13998,0,8980,0,145.0,44.1,1.0
466,12,2016,11298,0,31237,2,30.0,61.7,1.7
467,12,2017,13998,0,17820,2,145.0,61.7,1.7
468,8,2016,8298,0,8423,0,125.0,50.4,1.4
469,12,2019,15498,0,15091,0,145.0,34.9,1.6
470,12,2019,15498,0,11896,0,145.0,34.9,1.6
471,12,2016,12498,0,30164,2,30.0,61.7,1.7
472,12,2016,12798,0,35696,2,30.0,61.7,1.7
473,10,2016,10998,0,28390,0,235.0,38.7,1.6
474,14,2018,16998,2,11776,3,135.0,78.5,1.6
475,12,2016,13498,0,12663,2,30.0,61.7,1.7
476,12,2017,16998,3,23941,2,125.0,57.6,1.7
478,12,2017,11160,0,22068,2,30.0,61.7,1.7
479,12,2017,14480,3,24144,2,125.0,57.6,1.7
480,12,2016,12998,0,23793,2,30.0,61.7,1.7
481,8,2015,6498,0,27027,0,125.0,50.4,1.4
482,12,2017,13998,0,14920,2,30.0,61.7,1.7
483,9,2014,8998,0,38589,2,30.0,62.8,1.7
484,14,2019,22998,2,2031,3,135.0,62.8,1.6
485,12,2017,15998,3,15935,2,125.0,57.6,1.7
486,11,2018,16998,0,4829,0,150.0,44.1,1.0
488,12,2017,13498,0,45005,2,145.0,61.7,1.7
489,12,2016,11798,0,40540,2,30.0,61.7,1.7
490,12,2016,10698,0,59776,2,30.0,61.7,1.7
491,12,2016,11998,0,51963,2,30.0,61.7,1.7
492,12,2017,13498,0,31927,2,30.0,61.7,1.7
493,10,2016,9298,0,5156,0,145.0,48.7,1.4
494,15,2019,33998,3,3122,2,145.0,39.8,2.2
495,12,2016,11698,0,34747,0,160.0,44.8,1.6
496,11,2019,15498,0,15,0,145.0,44.1,1.0
497,8,2016,7998,0,28933,0,125.0,50.4,1.4
498,12,2017,14498,0,15455,2,30.0,61.7,1.7
499,12,2019,21498,0,1550,3,145.0,51.4,1.6
500,8,2016,8498,0,19658,0,125.0,50.4,1.4
501,8,2017,10298,2,9595,0,160.0,43.5,1.6
502,10,2016,8798,0,33503,0,145.0,48.7,1.4
503,5,2014,5916,0,13281,0,20.0,60.1,1.0
504,5,2017,7101,0,1847,0,20.0,60.1,1.0
507,12,2016,14998,3,12489,2,125.0,57.6,1.7
508,12,2016,12998,0,30773,2,30.0,61.7,1.7
509,12,2017,14998,0,8016,2,30.0,61.7,1.7
510,12,2017,14498,3,18701,2,125.0,57.6,1.7
511,13,2018,15998,0,32235,2,145.0,28.0,2.5
512,10,2016,9998,0,12668,0,145.0,48.7,1.4
513,10,2018,9498,0,13002,0,145.0,57.7,1.0
514,11,2018,13498,0,12424,0,145.0,44.1,1.0
515,5,2015,5998,3,41835,0,30.0,47.9,1.2
516,12,2017,18330,0,15899,2,145.0,54.3,2.0
517,13,2019,18497,0,5137,2,145.0,31.7,2.5
518,12,2019,15498,0,11750,0,150.0,34.9,1.6
519,10,2018,10998,0,14664,0,145.0,56.5,1.0
520,6,2015,10995,2,44705,2,265.0,41.5,2.0
521,10,2017,13995,0,30000,2,145.0,74.3,1.6
522,6,2015,9470,0,33730,2,145.0,53.3,1.7
523,10,2015,7998,0,30796,0,150.0,48.7,1.4
524,12,2017,13850,0,21985,2,145.0,61.7,1.7
525,11,2018,14498,0,13557,0,145.0,44.1,1.0
526,15,2016,17298,0,23828,2,200.0,47.1,2.2
527,5,2017,6798,0,37513,0,145.0,57.7,1.2
528,12,2016,12298,0,38564,2,30.0,61.7,1.7
529,8,2016,7298,0,38297,0,125.0,50.4,1.4
530,9,2017,11698,0,22336,2,145.0,65.7,1.7
531,11,2018,14798,0,6014,0,145.0,44.1,1.0
532,14,2018,16698,2,11942,3,135.0,78.5,1.6
533,13,2016,14998,2,17110,2,325.0,33.6,2.5
534,12,2017,14998,3,17526,2,145.0,57.6,1.7
535,12,2016,11998,0,31702,2,30.0,61.7,1.7
537,12,2016,10998,0,32617,2,30.0,61.7,1.7
540,13,2019,18550,0,16232,2,145.0,31.7,2.5
541,12,2016,11180,0,10906,0,160.0,44.8,1.6
542,5,2013,3491,0,48000,0,20.0,61.4,1.2
543,6,2013,7491,2,71888,2,300.0,39.2,2.0
544,6,2014,8300,0,42630,2,145.0,53.3,1.7
545,10,2018,9017,0,30287,0,145.0,56.5,1.0
546,5,2016,5794,0,33318,0,20.0,60.1,1.0
548,12,2019,17400,0,3475,0,145.0,35.3,1.6
549,8,2017,9998,0,12102,0,145.0,50.4,1.4
550,7,2015,5495,0,56471,0,30.0,58.9,1.2
551,6,2014,7995,0,51023,2,145.0,53.3,1.7
552,9,2014,7498,0,46152,2,30.0,62.8,1.7
553,6,2014,8498,0,54550,2,150.0,53.3,1.7
554,15,2017,17998,3,40124,2,235.0,42.8,2.2
555,10,2015,6998,0,30010,0,150.0,47.1,1.4
556,10,2016,9998,0,33298,2,20.0,72.4,1.6
557,5,2015,5998,0,20979,0,20.0,60.1,1.0
558,12,2016,14495,2,26600,2,200.0,47.1,2.0
559,10,2016,11230,2,6839,0,200.0,41.5,1.6
560,14,2018,15998,2,28283,3,135.0,78.5,1.6
561,11,2018,13498,0,11724,0,145.0,44.1,1.0
562,5,2016,6960,0,10590,0,20.0,60.1,1.0
563,6,2014,7777,0,59247,2,145.0,53.3,1.7
565,5,2017,7298,0,5970,0,150.0,60.1,1.0
566,12,2017,13998,0,16353,2,30.0,61.7,1.7
567,5,2014,4898,0,41063,0,20.0,60.1,1.0
568,10,2014,6750,0,45449,0,145.0,47.1,1.4
569,5,2017,7750,0,30318,0,145.0,57.7,1.2
570,10,2013,4995,0,71271,0,145.0,47.1,1.4
572,10,2018,12700,0,8404,2,145.0,74.3,1.6
573,5,2018,7695,0,14956,0,145.0,60.1,1.0
574,14,2018,17298,2,13474,3,135.0,78.5,1.6
575,14,2018,15998,2,11856,3,135.0,78.5,1.6
576,12,2016,13498,0,13185,2,30.0,61.7,1.7
577,7,2017,8698,0,13480,0,145.0,58.9,1.2
578,12,2016,14798,0,15110,2,30.0,61.7,1.7
579,11,2018,13698,0,21636,0,145.0,52.3,1.0
580,12,2017,14998,0,16814,2,145.0,61.7,1.7
582,12,2017,12798,0,27742,2,30.0,61.7,1.7
583,12,2017,15498,3,19900,2,125.0,57.6,1.7
584,10,2016,8998,0,26225,0,150.0,48.7,1.4
585,6,2015,9498,0,42865,2,150.0,53.3,1.7
586,12,2017,11998,0,24713,2,30.0,61.7,1.7
587,14,2018,16998,2,9097,3,135.0,78.5,1.6
588,11,2018,13298,0,5801,0,145.0,52.3,1.0
589,12,2017,13798,0,2916,2,145.0,61.7,1.7
590,12,2019,15498,0,17441,0,145.0,34.9,1.6
591,12,2017,14000,0,13807,2,30.0,61.7,1.7
592,6,2013,6998,0,69605,2,145.0,53.3,1.7
593,8,2017,9798,0,13217,0,145.0,50.4,1.4
594,9,2015,9000,0,43000,2,20.0,67.3,1.7
595,11,2018,11784,0,26122,0,145.0,52.3,1.0
596,12,2018,14364,0,12495,0,145.0,44.8,1.6
597,7,2018,10595,0,10960,0,145.0,46.3,1.2
598,7,2018,8600,0,17472,0,145.0,55.4,1.2
601,13,2019,22998,0,2269,2,145.0,31.7,2.5
602,5,2017,7298,0,19581,0,145.0,60.1,1.0
603,12,2017,12698,0,13635,0,165.0,44.8,1.6
604,5,2018,7495,0,8327,0,145.0,60.1,1.0
605,5,2018,7495,0,14669,0,145.0,60.1,1.0
606,5,2018,7495,0,22773,0,145.0,60.1,1.0
607,12,2017,15395,0,27000,2,150.0,61.4,1.7
608,5,2017,6995,0,19881,0,20.0,60.1,1.0
609,7,2018,8895,0,16764,0,150.0,58.9,1.2
610,5,2018,8994,0,19087,0,145.0,60.1,1.0
611,5,2018,7695,0,12153,0,145.0,60.1,1.0
612,5,2016,6395,0,9723,0,20.0,60.1,1.0
614,11,2019,14998,0,750,0,145.0,44.1,1.0
615,12,2016,11498,0,52938,2,30.0,61.7,1.7
616,12,2016,12498,0,58791,2,30.0,61.7,1.7
617,5,2016,6500,0,11909,0,20.0,60.1,1.0
618,12,2016,12298,0,14756,2,30.0,61.7,1.7
619,12,2017,16298,3,38763,2,145.0,57.7,1.7
620,12,2017,13498,0,25424,2,30.0,61.7,1.7
621,9,2016,9798,0,40741,2,30.0,65.7,1.7
623,11,2018,13097,0,12215,0,145.0,44.1,1.0
624,10,2015,8340,0,24904,0,145.0,48.7,1.4
625,10,2015,7830,0,24042,0,145.0,47.1,1.4
626,14,2018,13998,2,22508,3,135.0,78.5,1.6
627,5,2017,6590,0,21009,0,20.0,60.1,1.0
628,12,2017,14798,0,15804,2,30.0,61.7,1.7
629,12,2019,15498,0,17815,0,145.0,34.9,1.6
630,12,2016,11998,0,19303,2,30.0,61.7,1.7
631,10,2017,10698,0,25344,2,145.0,74.3,1.6
632,11,2018,11798,0,31885,0,145.0,52.3,1.0
633,14,2018,16498,2,16046,3,135.0,78.5,1.6
634,14,2018,16498,2,16790,3,135.0,78.5,1.6
635,12,2016,12998,0,28861,2,30.0,61.7,1.7
636,11,2018,11998,0,26615,0,145.0,52.3,1.0
637,12,2019,15498,0,13591,0,145.0,34.9,1.6
638,12,2017,13798,0,20917,2,30.0,61.7,1.7
639,12,2016,12798,0,44794,2,30.0,61.7,1.7
640,12,2019,15498,0,17770,0,150.0,34.9,1.6
641,12,2019,15498,0,17016,0,150.0,34.9,1.6
642,12,2019,15498,0,17966,0,145.0,34.9,1.6
643,12,2017,12995,0,32147,2,30.0,61.7,1.7
644,15,2017,20495,0,22919,2,200.0,47.1,2.2
645,12,2018,17995,0,13668,2,150.0,48.7,1.6
646,10,2017,10995,0,21542,2,150.0,74.3,1.6
647,15,2017,19498,3,12957,2,240.0,42.8,2.2
648,8,2018,10475,2,12914,0,145.0,43.5,1.6
649,12,2017,14000,0,39144,2,145.0,61.4,1.7
650,7,2017,7485,0,21043,0,30.0,58.9,1.2
651,5,2018,6485,0,24532,0,150.0,60.1,1.0
652,12,2015,9795,0,70075,2,30.0,61.7,1.7
653,8,2013,4799,0,85000,0,150.0,45.6,1.4
654,5,2018,7985,0,7594,0,145.0,60.1,1.0
655,15,2018,21995,2,17189,2,145.0,42.8,2.2
656,10,2018,11695,0,15673,2,145.0,74.3,1.6
657,12,2016,12195,0,34020,2,30.0,61.7,1.7
658,10,2014,5999,0,47210,0,150.0,47.1,1.4
659,5,2018,9990,2,10000,0,145.0,47.9,1.2
660,11,2018,21495,2,5200,0,145.0,34.0,1.6
661,5,2014,5450,0,42346,0,20.0,60.1,1.0
662,12,2017,13490,3,43858,2,125.0,57.6,1.7
663,12,2016,13450,0,36736,2,125.0,58.9,2.0
664,6,2014,8490,0,35000,2,150.0,53.3,1.7
665,12,2017,11390,0,32624,2,30.0,61.7,1.7
666,10,2017,8450,0,61942,2,20.0,72.4,1.6
667,8,2015,6890,2,34878,0,200.0,43.6,1.6
668,6,2014,9475,0,53544,2,165.0,51.4,2.0
669,12,2017,10950,0,30531,2,30.0,61.7,1.7
671,15,2017,17295,0,30142,2,200.0,47.1,2.2
672,12,2018,14695,0,11374,0,145.0,44.8,1.6
673,12,2019,14995,0,13251,0,145.0,34.9,1.6
674,7,2017,7395,0,30505,0,30.0,55.4,1.2
675,12,2019,15695,0,8293,0,145.0,34.9,1.6
676,11,2019,13695,0,4989,0,145.0,44.1,1.0
678,12,2016,13495,3,37452,2,125.0,57.6,1.7
679,15,2016,16495,3,47077,2,235.0,42.8,2.2
680,12,2018,15995,2,32250,2,145.0,47.1,2.0
681,12,2016,12295,0,26452,2,30.0,61.7,1.7
682,12,2018,17295,3,40404,2,145.0,57.6,1.7
683,12,2017,14295,3,36425,2,145.0,57.6,1.7
684,11,2018,14995,0,12407,0,145.0,52.3,1.0
685,12,2017,15295,0,14491,2,30.0,61.7,1.7
686,9,2016,10695,3,26876,2,125.0,56.5,1.7
687,12,2016,12495,0,25224,2,30.0,61.7,1.7
688,15,2015,14495,3,41900,2,260.0,41.5,2.2
689,13,2019,20000,2,804,2,145.0,31.7,2.5
690,12,2017,13000,0,12023,2,30.0,61.7,1.7
691,12,2017,14000,3,15948,2,125.0,57.6,1.7
692,12,2017,14195,0,11428,2,30.0,61.7,1.7
693,4,2013,6495,0,46436,0,160.0,43.5,1.6
694,12,2020,25995,0,3850,3,145.0,48.7,1.6
695,7,2019,10395,0,14600,0,145.0,46.3,1.2
697,12,2016,10695,0,66216,2,30.0,61.7,1.7
698,14,2019,16695,3,11311,3,135.0,78.5,1.6
699,11,2019,14495,0,14000,0,145.0,44.1,1.0
700,14,2019,16995,2,8809,3,135.0,78.5,1.6
701,14,2018,15695,2,20000,3,135.0,78.5,1.6
702,12,2019,17995,0,11341,0,145.0,34.9,1.6
703,14,2020,21695,2,3000,3,135.0,62.8,1.6
704,12,2017,12895,0,41157,2,30.0,61.7,1.7
705,14,2019,17495,2,14368,3,135.0,78.5,1.6
706,12,2019,17995,0,18241,2,145.0,48.7,1.6
707,12,2019,21995,3,5874,0,145.0,36.2,1.6
708,10,2020,16995,0,4000,0,145.0,41.5,1.4
709,5,2020,11895,0,1000,0,145.0,56.5,1.0
710,10,2019,15995,0,4000,2,145.0,60.1,1.6
711,5,2020,12995,0,4550,0,145.0,51.4,1.2
712,12,2018,16495,3,33500,2,145.0,57.7,1.7
713,12,2017,12995,0,18235,2,30.0,61.7,1.7
718,15,2018,21995,3,17189,2,145.0,42.8,2.2
720,15,2018,20995,3,35887,2,145.0,42.8,2.2
721,10,2018,11495,0,25289,2,145.0,74.3,1.6
722,12,2016,11495,0,15800,2,30.0,61.7,1.7
723,9,2015,9995,0,39779,2,30.0,65.7,1.7
724,12,2016,13495,0,21225,2,30.0,61.7,1.7
725,6,2014,6995,0,64021,2,145.0,53.3,1.7
726,12,2017,13490,3,35776,2,125.0,57.6,1.7
727,12,2016,11990,0,68773,2,145.0,54.3,2.0
728,12,2018,13690,0,18000,0,145.0,44.8,1.6
729,9,2014,6490,0,59200,2,30.0,65.7,1.7
730,10,2017,9990,0,49035,2,145.0,74.3,1.6
731,15,2017,18295,0,22531,2,200.0,47.1,2.2
732,12,2016,11295,0,40800,2,30.0,61.7,1.7
733,15,2017,19995,0,28845,2,200.0,47.1,2.2
734,12,2017,14495,3,41684,2,125.0,57.6,1.7
735,12,2017,13995,0,47840,2,30.0,61.7,1.7
736,12,2020,26995,0,3000,3,145.0,47.9,1.6
737,12,2017,18495,2,35753,2,200.0,47.1,2.0
738,12,2017,14995,0,31013,2,30.0,61.4,1.7
